itemcode,itemdesc,catcode,category,company,brand,packaging,flavor,color,qty,uomdesc,pack_size,launchdate
30508,RASHIKA BANANA CREAM 350 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA BANANA CREAM,PLPCH,,,350,GM,350.00 GM,201703
30509,RASHIKA BANANA CREAM 90 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA BANANA CREAM,PLPCH,,,90,GM,90.00 GM,201301
30510,RASHIKA BANANA CREAM BUDGET PACK 40 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA BANANA CREAM,PLPCH,,,40,GM,40.00 GM,201506
30511,SACHIE BANANA CREAM BISCUIT 400 GM,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE BANANA CREAM,PLPCH,,,400,GM,400.00 GM,201411
30512,MACLEE CHOCOLATE CREAM PLPCH 100 GM (SRI NUTRIFOODS),6,BISCUITS,SRI NUTRIFOODS (PVT) LTD,MACLEE CHOCOLATE CREAM,PLPCH,,,100,GM,100.00 GM,201902
30513,MACLEE CHOCOLATE CREAM PLPCH 400 GM (SRI NUTRIFOODS),6,BISCUITS,SRI NUTRIFOODS (PVT) LTD,MACLEE CHOCOLATE CREAM,PLPCH,,,400,GM,400.00 GM,201904
30514,TEEMAH BANANA CREAM 50 GM,6,BISCUITS,TEEMAH BISCUITS MANUFACTURE,TEEMAH BANANA CREAM,PLPCH,,,50,GM,50.00 GM,201605
30516,TEEMAH STRAWBERRY CREAM 350 GM,6,BISCUITS,TEEMAH BISCUITS MANUFACTURE,TEEMAH STRAWBERRY CREAM,PLPCH,,,350,GM,350.00 GM,201502
30517,TEEMAH STRAWBERRY CREAM 90 GM,6,BISCUITS,TEEMAH BISCUITS MANUFACTURE,TEEMAH STRAWBERRY CREAM,PLPCH,,,90,GM,90.00 GM,201502
30520,SHANEY BANANA CREAM BISCUITS 45 GM,6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,SHANEY BANANA CREAM,PLPCH,,,45,GM,45.00 GM,201602
30521,SHANEY CUSTARD CREAM BISCUITS 45 GM,6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,SHANEY CUSTARD CREAM,PLPCH,,,45,GM,45.00 GM,201601
30526,SHANEY STRAWBERRY CREAM BISCUITS 45 GM,6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,SHANEY STRAWBERRY CREAM,PLPCH,,,45,GM,45.00 GM,201512
30528,TURNEY APPLE CREAM 100 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY APPLE CREAM,PLPCH,,,100,GM,100.00 GM,201504
30529,TURNEY APPLE CREAM 360 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY APPLE CREAM,PLPCH,,,360,GM,360.00 GM,201503
30530,TURNEY BANANA CREAM 360 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BANANA,PLPCH,,,360,GM,360.00 GM,201210
30531,TURNEY BANANA CREAM 90 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BANANA,PLPCH,,,90,GM,90.00 GM,201302
30532,TURNEY BANANA CREAM PLPCH 100 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BANANA,PLPCH,,,100,GM,100.00 GM,202008
30533,TURNEY BUNNY BEARS BANANA CREAM BISCUITS 45 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BUNNY BEARS,PLPCH,,,45,GM,45.00 GM,201604
30534,TURNEY BUNNY BEARS COCONUT CREAM BISCUITS 45 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BUNNY BEARS,PLPCH,,,45,GM,45.00 GM,201611
30535,TURNEY BUNNY BEARS CUSTARD CREAM BISCUITS 45 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BUNNY BEARS,PLPCH,,,45,GM,45.00 GM,201605
30536,TURNEY BUNNY BEARS LEMON CREAM BISCUITS 45 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BUNNY BEARS,PLPCH,,,45,GM,45.00 GM,201605
30537,TURNEY BUNNY BEARS MANGO CREAM BISCUITS 45 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BUNNY BEARS,PLPCH,,,45,GM,45.00 GM,201609
30538,TURNEY BUNNY BEARS STRAWBERRY CREAM BISCUITS 45 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY BUNNY BEARS,PLPCH,,,45,GM,45.00 GM,201604
30541,MUNCHEE GEM 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GEM,PLPCH,,,100,GM,100.00 GM,
30542,MUNCHEE GEM 15 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GEM,PLPCH,,,15,GM,15.00 GM,201301
30552,DIANA ICING GEM 40 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA ICING GEM,PLPCH,,,40,GM,40.00 GM,201707
30555,DIANA ICING GEM 900 GM PLPCH,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA ICING GEM,PLPCH,,,900,GM,900.00 GM,201212
30559,LUCKYLAND FANCY GEM 1000 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND FANCY GEM,PLPCH,,,1000,GM,1000.00 GM,201005
30565,MALIBAN GEM 100 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GEM,PLPCH,,,100,GM,100.00 GM,
30569,RASHIKA GEM BISCUITS 40 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA GEM,PLPCH,,,40,GM,40.00 GM,201411
30571,SACHIE MILK GEM PLPCH 175 GM,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE MILK GEM,PLPCH,,,175,GM,175.00 GM,202003
30575,TURNEY ICING GEM BISCUITS 40 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY ICING GEM,PLPCH,,,40,GM,40.00 GM,201408
30577,KIST GINGER BISCUITS 80 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST GINGER,PLPCH,,,80,GM,80.00 GM,202006
30578,KIST GINGER BISCUITS 250 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST GINGER,PLPCH,,,250,GM,250.00 GM,201803
30579,MUNCHEE GINGER BISCUITS 400 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GINGER BISCUIT,PLPCH,,,400,GM,400.00 GM,200812
30581,MUNCHEE GINGER BISCUITS 200 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GINGER BISCUIT,PLPCH,,,200,GM,200.00 GM,201708
30582,MUNCHEE GINGER BISCUITS 75 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GINGER BISCUIT,PLPCH,,,75,GM,75.00 GM,201410
30583,MUNCHEE GINGER BISCUITS 85 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE GINGER BISCUIT,PLPCH,,,85,GM,85.00 GM,201904
30584,CHERISH GINGER 400 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH GINGER,PLBAG,,,400,GM,400.00 GM,200902
30587,CHERISH GINGER SNAPS 400 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH GINGER SNAPS,PLPCH,,,400,GM,400.00 GM,201009
30588,CHERISH GINGER SNAPS 500 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH GINGER SNAPS,PLPCH,,,500,GM,500.00 GM,201001
30590,CHERISH GINGER SNAPS PLPCH 200 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH GINGER SNAPS,PLPCH,,,200,GM,200.00 GM,201811
30591,CHERISH GINGER SNAPS PLPCH 80 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH GINGER SNAPS,PLPCH,,,80,GM,80.00 GM,201901
30594,BAKERS FRESH GINGER 225 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,BAKERS FRESH GINGER,PLPCH,,,225,GM,225.00 GM,201801
30595,LUCKYLAND GINGER'N RICE 90 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND GINGER'N RICE,PLPCH,,,90,GM,90.00 GM,201106
30596,MALIBAN GINGER NUTS 80 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GINGER NUTS,PLPCH,,,80,GM,80.00 GM,200710
30597,MALIBAN INGURU BISCUITS (GINGER BISCUIT) 240 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GINGER,PLPCH,,,240,GM,240.00 GM,201401
30598,MALIBAN INGURU BISCUITS (GINGER BISCUIT) 370 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GINGER,PLPCH,,,370,GM,370.00 GM,201401
30599,MALIBAN INGURU BISCUITS (GINGER BISCUIT) 80 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GINGER,PLPCH,,,80,GM,80.00 GM,201312
30601,RASHIKA GINGER BISCUITS PLPCH 240 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA GINGER BISCUIT,PLPCH,,,240,GM,240.00 GM,201811
30603,RASHIKA GINGER BISCUITS PLPCH 220 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA GINGER BISCUIT,PLPCH,,,220,GM,220.00 GM,202012
30604,RASHIKA GINGER BISCUITS PLPCH 40 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA GINGER BISCUIT,PLPCH,,,40,GM,40.00 GM,201908
30606,MAXMA GINGER BISCUITS 300 GM (RIZLANKA HOLD.),6,BISCUITS,RIZLANKA HOLDINGS (PVT) LTD,MAXMA GINGER,PLPCH,,,300,GM,300.00 GM,201612
30608,SACHIE GINGER BISCUITS 70 GM,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE GINGER,PLPCH,,,70,GM,70.00 GM,201402
30612,SACHIE GINGER FINGER BISCUITS 120 GM,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE GINGER FINGER,PLPCH,,,120,GM,120.00 GM,201908
30615,SACHIE GINGER FINGER BISCUITS 75 GM,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE GINGER FINGER,PLPCH,,,75,GM,75.00 GM,201911
30616,SACHIE GINGER FINGER BISCUITS 80 GM,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE GINGER FINGER,PLPCH,,,80,GM,80.00 GM,201809
30617,BISCO CHOCOLATE MARIE 45 GM,6,BISCUITS,BISCO FOODS (PVT) LTD,BISCO CHOCOLATE MARIE,PLPCH,,,45,GM,45.00 GM,201805
30618,BISCO CHOCOLATE MARIE 50 GM,6,BISCUITS,BISCO FOODS (PVT) LTD,BISCO CHOCOLATE MARIE,PLPCH,,,50,GM,50.00 GM,201706
30619,KIST MARIE 300 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST MARIE,PLPCH,,,300,GM,300.00 GM,201212
30620,KIST MARIE 70 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST MARIE,PLPCH,,,70,GM,70.00 GM,201602
30622,KIST PUNCHI MARIE 55 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST PUNCHI MARIE,PLPCH,,,55,GM,55.00 GM,201711
30623,MUNCHEE CHOCOLATE MARIE 200 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CHOCOLATE MARIE,PLPCH,,,200,GM,200.00 GM,201912
30624,MUNCHEE CHOCOLATE MARIE 400 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CHOCOLATE MARIE,PLPCH,,,400,GM,400.00 GM,201003
30625,MUNCHEE CHOCOLATE MARIE 90 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CHOCOLATE MARIE,PLPCH,,,90,GM,90.00 GM,201002
30626,MUNCHEE LITE MARIE 250 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE LITE MARIE,PLPCH,,,250,GM,250.00 GM,201310
30627,MUNCHEE LITE MARIE 50 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE LITE MARIE,PLPCH,,,50,GM,50.00 GM,201611
30628,MUNCHEE LITE MARIE 65 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE LITE MARIE,PLPCH,,,65,GM,65.00 GM,201302
30630,MUNCHEE TIKIRI MARIE 230 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE TIKIRI MARIE,FLPCH,,,230,GM,230.00 GM,201912
30631,MUNCHEE TIKIRI MARIE 360 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE TIKIRI MARIE,PLPCH,,,360,GM,360.00 GM,201112
30632,MUNCHEE TIKIRI MARIE 80 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE TIKIRI MARIE,PLPCH,,,80,GM,80.00 GM,201110
30634,CHERISH MILK MARIE 18 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH MILK MARIE,PLPCH,,,18,GM,18.00 GM,201601
30635,CHERISH MILK MARIE 320 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH MILK MARIE,PLPCH,,,320,GM,320.00 GM,201604
30636,CHERISH MILK MARIE 80 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH MILK MARIE,PLPCH,,,80,GM,80.00 GM,201601
30637,CROWN CHOCO SINGITHI MARIE 60 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN CHOCO SINGITHI MARIE,PLPCH,,,60,GM,60.00 GM,201412
30638,CROWN SINGITHI MARIE 60 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN SINGITHI MARIE,PLPCH,,,60,GM,60.00 GM,201312
30640,DIANA LITE MARIE 50 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA LITE MARIE,PLPCH,,,50,GM,50.00 GM,201709
30642,DIANA SUPER MARIE 400 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA SUPER MARIE,PLPCH,,,400,GM,400.00 GM,201006
30644,DIANA SUPER MARIE 65 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA SUPER MARIE,PLPCH,,,65,GM,65.00 GM,201301
30645,DIANA SUPER MARIE 75 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA SUPER MARIE,PLPCH,,,75,GM,75.00 GM,201405
30646,SUN RICH LACTO MARIE 350 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH LACTO MARIE,PLPCH,,,350,GM,350.00 GM,201308
30652,LUCKYLAND RICH MARIE 50 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND RICH MARIE,PLPCH,,,50,GM,50.00 GM,201704
30653,LUCKYLAND MARIE 300 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND MARIE,PLPCH,,,300,GM,300.00 GM,201104
30654,LUCKYLAND MARIE 50 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND MARIE,PLPCH,,,50,GM,50.00 GM,200703
30655,LUCKYLAND MARIE 60 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND MARIE,PLPCH,,,60,GM,60.00 GM,
30656,LUCKYLAND VITA MARIE 80 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND VITA MARIE,PLPCH,,,80,GM,80.00 GM,201109
30657,MAAM (MAAM BIS.) CHOCOLATE MARIE 320 GM,6,BISCUITS,MAAM BISCUITS LANKA (PVT) LTD,MAAM CHOCOLATE MARIE,PLPCH,,,320,GM,320.00 GM,201701
30658,MAAM (MAAM BIS.) FAMILY MARIE 400 GM,6,BISCUITS,MAAM BISCUITS LANKA (PVT) LTD,MAAM FAMILY MARIE,PLPCH,,,400,GM,400.00 GM,201809
30660,MAAM (MAAM BIS.) RANWAN MARIE 75 GM,6,BISCUITS,MAAM BISCUITS LANKA (PVT) LTD,MAAM RANWAN MARIE,PLPCH,,,75,GM,75.00 GM,201709
30661,MALIBAN CHOCOLATE MARIE 300 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN CHOCOLATE MARIE,PLPCH,,,300,GM,300.00 GM,201704
30662,MALIBAN CHOCOLATE MARIE 75 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN CHOCOLATE MARIE,PLPCH,,,75,GM,75.00 GM,201702
30663,MALIBAN CHOCOLATE MARIE 80 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN CHOCOLATE MARIE,PLPCH,,,80,GM,80.00 GM,201410
30664,MALIBAN FALUDA MARIE 75 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN FALUDA MARIE,PLPCH,,,75,GM,75.00 GM,201802
30665,MALIBAN GOLD MARIE 300 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GOLD MARIE,PLPCH,,,300,GM,300.00 GM,201610
30666,MALIBAN GOLD MARIE 320 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GOLD MARIE,PLPCH,,,320,GM,320.00 GM,201102
30667,MALIBAN GOLD MARIE 330 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GOLD MARIE,PLPCH,,,330,GM,330.00 GM,201901
30668,MALIBAN GOLD MARIE 80 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GOLD MARIE,PLPCH,,,80,GM,80.00 GM,201007
30669,MALIBAN GOLD MARIE 230 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GOLD MARIE,PLPCH,,,230,GM,230.00 GM,202006
30670,MALIBAN GOLD MARIE 75 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN GOLD MARIE,PLPCH,,,75,GM,75.00 GM,201610
30672,MALIBAN LIGHT MARIE 220 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN LIGHT MARIE,PLPCH,,,220,GM,220.00 GM,201701
30673,MALIBAN LIGHT MARIE 240 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN LIGHT MARIE,PLPCH,,,240,GM,240.00 GM,201611
30674,MALIBAN LIGHT MARIE 50 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN LIGHT MARIE,PLPCH,,,50,GM,50.00 GM,201701
30675,MALIBAN LIGHT MARIE 60 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN LIGHT MARIE,PLPCH,,,60,GM,60.00 GM,201611
30676,MALIBAN LIGHT MARIE 65 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN LIGHT MARIE,PLPCH,,,65,GM,65.00 GM,201310
30678,MIC MAC JUNIOR MARIE 60 GM,6,BISCUITS,MICMAC FOOD (PVT) LTD,MIC MAC JUNIOR MARIE,PLPCH,,,60,GM,60.00 GM,201202
30679,MIYAMI MARIE BISCUITS 40 GM,6,BISCUITS,MIYAMI BISCUIT & SNACKS MNFT,MIYAMI MARIE,PLPCH,,,40,GM,40.00 GM,202002
30680,MASTER BAKERS LITTLE MASTER MARIE 300 GM (MM FOODS),6,BISCUITS,MM FOODS (PVT) LTD,MASTER BAKE. LITTLE MAST.MARIE,PLPCH,,,300,GM,300.00 GM,200810
30682,MASTER BAKERS MARIE 50 GM (MM FOODS),6,BISCUITS,MM FOODS (PVT) LTD,MASTER BAKERS MARIE,PLPCH,,,50,GM,50.00 GM,201709
30684,MAAM CHOCOLATE MARIE 80 GM (ORIENT LANKA),6,BISCUITS,ORIENT LANKA CONFECTIONERY,MAAM CHOCOLATE MARIE,PLPCH,,,80,GM,80.00 GM,201612
30686,RICH MARIE BISCUITS 260 GM,6,BISCUITS,ORIENT LANKA CONFECTIONERY,RICH MARIE,PLPCH,,,260,GM,260.00 GM,201408
30688,RASHIKA REAL COCONUT MARIE POL MARIE 70 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA REAL COCONUT MARIE,PLPCH,,,70,GM,70.00 GM,201903
30689,RASHIKA MILKY MARI 52 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA MILKY MARIE,PLPCH,,,52,GM,52.00 GM,201409
30691,RASHIKA COCO POWER 50 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA COCO POWER,PLPCH,,,50,GM,50.00 GM,201507
30692,SACHIE BUDDY MARIE 200 GM,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE BUDDY MARIE,PLPCH,,,200,GM,200.00 GM,201410
30693,SACHIE SUPER MARI BISCUITS 300 GM,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE SUPER MARI,PLPCH,,,300,GM,300.00 GM,201709
30694,SACHIE SUPER MARI BISCUITS 50 GM,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE SUPER MARI,PLPCH,,,50,GM,50.00 GM,201710
30695,SACHIE SUPER MARI BISCUITS 75 GM,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE SUPER MARI,PLPCH,,,75,GM,75.00 GM,201112
30696,MACLEE MARIE 75 GM (SRI NUTRIFOODS),6,BISCUITS,SRI NUTRIFOODS (PVT) LTD,MACLEE MARIE,PLPCH,,,75,GM,75.00 GM,201902
30697,SUN RICH LACTO MARIE 400 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH LACTO MARIE,PLPCH,,,400,GM,400.00 GM,201909
30700,SUN RICH LACTO MARIE 80 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH LACTO MARIE,PLPCH,,,80,GM,80.00 GM,201511
30707,TURNEY MARIE 270 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY MARIE,PLPCH,,,270,GM,270.00 GM,201610
30708,TURNEY MARIE 50 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY MARIE,PLPCH,,,50,GM,50.00 GM,201608
30709,TURNEY MARIE 80 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY MARIE,PLPCH,,,80,GM,80.00 GM,201404
30710,TURNEY MEGA MARIE 60 GM PLPCH (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY MEGA MARIE,PLPCH,,,60,GM,60.00 GM,201205
30711,USWATTE MARIE 300 GM,6,BISCUITS,USWATTE CONFECTIONERY,USWATTE MARIE,PLPCH,,,300,GM,300.00 GM,201808
30712,USWATTE MARIE 75 GM,6,BISCUITS,USWATTE CONFECTIONERY,USWATTE MARIE,PLPCH,,,75,GM,75.00 GM,201808
30713,MUNCHEE MILK SHORT CAKE 200 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE MILK SHORT CAKE,PLBAG,,,200,GM,200.00 GM,
30714,MUNCHEE MILK SHORT CAKE 85 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE MILK SHORT CAKE,PLPCH,,,85,GM,85.00 GM,
30715,CHERISH SHORTCAKE 200 GM PLPCH MILK,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH SHORTCAKE,PLPCH,,,200,GM,200.00 GM,201811
30716,CHERISH SHORTCAKE 80 GM PLPCH MILK,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH SHORTCAKE,PLPCH,,,80,GM,80.00 GM,201901
30717,MALIBAN MILK SHORT CAKE 80 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN MILK SHORT CAKE,PLPCH,,,80,GM,80.00 GM,201006
30718,MALIBAN MILK SHORT CAKE 85 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN MILK SHORT CAKE,PLPCH,,,85,GM,85.00 GM,202006
30719,MALIBAN MILK SHORT CAKE 200 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN MILK SHORT CAKE,PLPCH,,,200,GM,200.00 GM,201510
30720,MUNCHEE NICE 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE NICE,PLPCH,,,100,GM,100.00 GM,
30721,MUNCHEE NICE 400 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE NICE,PLPCH,,,400,GM,400.00 GM,200809
30722,CHERISH NICE 100 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH NICE,PLPCH,,,100,GM,100.00 GM,
30723,CHERISH NICE 400 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH NICE,PLBAG,,,400,GM,400.00 GM,200902
30724,CHERISH NICE 500 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH NICE,PLBAG,,,500,GM,500.00 GM,200509
30725,CHERISH PREMIUM NICE 400 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH PREMIUM NICE,PLPCH,,,400,GM,400.00 GM,201008
30726,CHERISH PREMIUM NICE 500 GM,6,BISCUITS,CHERISH BISCUIT (PVT) LTD,CHERISH PREMIUM NICE,PLPCH,,,500,GM,500.00 GM,200903
30728,DAINTEE COCONUT NICE 400 GM,6,BISCUITS,DAINTEE LIMITED,DAINTEE COCONUT NICE,PLPCH,,,400,GM,400.00 GM,201010
30729,DAINTEE NICE 400 GM,6,BISCUITS,DAINTEE LIMITED,DAINTEE NICE,PLPCH,,,400,GM,400.00 GM,201004
30732,DIANA NICE 400 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA NICE,PLPCH,,,400,GM,400.00 GM,200908
30733,BAKERS FRESH COCONUT NICE 400 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,BAKERS FRESH COCONUT NICE,PLPCH,,,400,GM,400.00 GM,201703
30734,LUCKYLAND NICE 400 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND NICE,PLPCH,,,400,GM,400.00 GM,200903
30735,MASTER BAKERS COCONUT NICE 400 GM (LUCKYLAND BIS.),6,BISCUITS,LUCKYLAND BISCUITS MFS,MASTER BAKERS COCONUT NICE,PLPCH,,,400,GM,400.00 GM,201906
30736,MAAM (MAAM BIS.) NICE 400 GM,6,BISCUITS,MAAM BISCUITS LANKA (PVT) LTD,MAAM NICE,PLPCH,,,400,GM,400.00 GM,201908
30737,MALIBAN NICE 100 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN NICE,PLPCH,,,100,GM,100.00 GM,
30738,MALIBAN NICE 2 KG,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN NICE,CDBOX,,,2000,GM,2000.00 GM,
30739,MALIBAN NICE 380 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN NICE,PLPCH,,,380,GM,380.00 GM,200807
