PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE
202402,2,278216,20617020001,1708153464423,2,SISILRO BEVERAGES (PVT) LTD,"RISTA ",RISTA /1500ML/PET/CREAM SODA,300,1500ML,PET,,1708580980340-hemas marketing-kumarika #3.png
202402,1,8151091,13082010001,1708498438341,12,ANDARADENIYA ESTATE (PVT) LTD,BATUWANGALA TEA,BATUWANGALA TEA/400/G/PLPCH/CTC BP1,1220,500G,PLPCH,,1708498438341-andaradeniya estate -pvt- ltd-batuwangala tea#3.png
202402,1,130034800,22403010001,1708336518720,8,USWATTE GOLDEN BISCUITS(PVT)LTD,"USWATTE ",USWATTE/50/G/CDBOX/ROLLIES WAFER STICKS STRAWBERRY FLAVOURED/USWATTE GOLDEN BISCUITS(PVT)LTD,0,50G,CD BOX,Delete the Item,1708336518720-uswatte golden biscuits-pvt-ltd-uswatte #3.png
202402,1,130034800,22403010001,1708336205434,8,USWATTE GOLDEN BISCUITS(PVT)LTD,"USWATTE ",USWATTE/50/G/CDBOX/ROLLIES WAFER STICKS CHOCOLATE FLAVOURED/USWATTE GOLDEN BISCUITS(PVT)LTD,0,50G,CD BOX,Delete the Item,1708336205434-uswatte golden biscuits-pvt-ltd-uswatte #3.png
202402,1,336910,20688010001,1707971418776,9,DIAMOND BEST FOODS (PVT) LTD,DIAMOND,DIAMOND/400/GM/CDBOX/FULL CREAM MILK POWDER/SAVE RS 60,1000,400GM,CDBOX,Any other reason,1707971418776-diamond best foods -pvt- ltd-diamond#3.png
202402,1,63350767,18812010001,1708403732877,25,DLS DREAM LIFE SCIENCE (PVT )LTD,AARYA,AARYA/ EASY S'NAPKINS/ 8 SANITARY NAPKINS /PLPCH,150,8 PADS,PLPCH,,1708403732877-dls dream life science -pvt -ltd-aarya#3.png
202402,1,63350767,18812010001,1708405393500,6,CARGILLS CONFECTIONERIES(PVT)LTD,KIST CHOCO FUN,KIST CHOCO FUN /CHOCOLATE COATED BISCUITS /40 GM/ CDBOX,0,40 CDBOX,CDBOX,Delete the Item,1708405393500-cargills confectioneries-pvt-ltd-kist choco fun#3.png
202402,1,131553971,21101010019,1707451209108,40,AIRTEL,AIRTEL,"AIRTEL/1NO/DATA TOP-UP 4G,RS 89",0,NO,CD,,1708405393500-cargills confectioneries-pvt-ltd-kist choco fun#3.png
202402,2,17774550,14319020001,1708406703626,2,CAP ORGANIC (PVT) LTD,TRUE,"TRUE/250ML/TIN/LIME + NI MIRIS DRINK SMART BE SMART ",300,"250ML ",TIN,,1708405393500-cargills confectioneries-pvt-ltd-kist choco fun#3.png
202402,1,17774550,14319010001,1708251787199,26,UNILEVER SRI LANKA LTD,SUNSILK,"SUNSILK/80ML/PLBOT/LUSCIOUSLY THICK & LONG WITH COCONUT OIL,YOGHURT PROTEIN,KERATIN ACTIV-INFUSION SHAMPOO ",385,80ML,"PLBOT ",,1708405393500-cargills confectioneries-pvt-ltd-kist choco fun#3.png
202402,1,17774550,14319010001,1708505169124,39,KIDDIES & TOYS INTERNATIONAL (PVT) LTD,LEED,"LEED/100G/PLBOT/CRAFT GLUE GENERAL PURPOSE ADHESIVE ",265,100G,"PLBOT ",,1708505169124-kiddies - toys international -pvt- ltd-leed#3.png
202402,1,17774550,14319010001,1707891513934,17,CIC DAIRIES PRODUCTS,CIC,"CIC/70G/CUP/WITH STRAWBERRY FLAVOURED JELLY YOGHURT ",80,70G,CUP,,1708505169124-kiddies - toys international -pvt- ltd-leed#3.png
202402,1,17774550,14319010001,1708516000887,13,SWADESHI INDUSTRIAL WORKS LTD,RANI,"RANI/65G/CDBOX/SANDALWOOD WITH JASMINE & VITAMIN E ",100,65G,"CDBOX ",,1708516000887-swadeshi industrial works ltd-rani#3.png
202402,1,17774550,14319010001,1708504728906,13,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA BABY,KHOMBA BABY/70G/CDBOX/RATHMAL KHOMBA WITH RATHMAL AND OLIVE OIL SAVE RS 10.00,130,"70G ","CDBOX ",,1708504728906-swadeshi industrial works ltd-khomba baby#3.png
202402,1,17774550,14319010001,1708504603866,13,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA BABY,KHOMBA BABY/70G/CDBOX/MILK KHOMBA WITH COCONUT MILK AND ALOE VERA SAVE RS 10.00,130,"70G ","CDBOX ",,1708504603866-swadeshi industrial works ltd-khomba baby#3.png
202402,2,88247493,14658020001,1708498315425,2,"NEWLANDS MILK PRODUCTS ",NEWLAND,"NEWLAND/ ORANGE/ 200ML / ARTIFICIAL FLAVOURED DRINK/ PLASTIC CUP ",60,200ML,PLASTIC CUP,,1708498315425-newlands milk products -newland#3.png
202402,1,88247493,14658010001,1708493539039,24,FREELAN ENTERPRISES,FREELAN,"FREELAN / NOODLES /100GM / HOT WITH SPICE / PLPCH ",100,100GM,"PLPCH ",,1708493539039-freelan enterprises-freelan#3.png
202402,1,40054398,21401010009,1708492041679,28,"SIUMI TRADING PRODUCTS ","SIUMI ",SIUME\50\G\PLBT \PURE TURMERIC POWDER,210,50 G,"PLBT ",,1708492041679-siumi trading products -siumi #3.png
202402,1,45891486,13401010006,1708492536518,28,DIYARA PRODUCTS,DIYARA,"DIYARA\1000\G\POUCH\PEPPER POWDER ",1500,1000G,"POUCH ",,1708492536518-diyara products-diyara#3.png
202402,1,45891486,13401010006,1708490860562,12,RANDIMA TEA,RANDIMA,RANDIMA\50\G\POUCH\ FACTORY FRESH FINEST BLACK TEA,120,50G,"POUCH ",,1708490860562-randima tea-randima#3.png
202402,1,42160064,23202010008,1708490252327,35,CEYLON ESSENCE & BEVERAGE CO. (PVT) LTD,RASARCO,RASARCO / 30 ML / GLBT / NATURAL BIRYANI FLAVOUR,235,30 ML,GLBT,,1708490252327-ceylon essence - beverage co- -pvt- ltd-rasarco#3.png
202402,1,42160064,23202010008,1708500726943,9,MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN / 200 GM / CDBOX / FULL CREAM MILK POWDER .SAVE 50,500,200 GM,CDBOX,,1708500726943-maliban milk product -pvt- ltd-maliban#3.png
202402,1,42160064,23202010008,1708506297017,21,STAR HOLDINGS INTERNATIONAL,STAR,"STAR / 150 GM / PLCUP / DISHWASH ROUND ,FRESH ORANGE WITH LIME",100,"150 GM ",PLCUP,,1708506297017-star holdings international-star#3.png
202402,1,121557853,17910010001,1708499723958,26,NEWSIS CEYLON HERBAL (PVT) LTD,NEWSIS,NEWSIS/80/ML/PBT/TOTAL CARE ALOE VERA PROTECT,170,80ML,PBT,,1708499723958-newsis ceylon herbal -pvt- ltd-newsis#3.png
202402,1,39737650,12103010032,1708493258974,30,MARY MANUFACTURING CO.LTD,DANGER,DANGER/22/ML/CDBOX/PERFUME SPRAY BONSOIR,580,22 ML,"CDBOX ",,1708493258974-mary manufacturing co-ltd-danger#3.png
202402,1,39737650,12103010032,1708493107779,30,MARY MANUFACTURING CO.LTD,GOLD BY PASSY,"GOLD BY PASSY/22/ML/CDBOX/PERFUME SPRAY ",580,22 ML,"CDBOX ",,1708493107779-mary manufacturing co-ltd-gold by passy#3.png
202402,1,39737650,12103010032,1708491449475,21,BRIGHT LANKA (PVT) LTD,BRIHT CLOREX,"BRIGHT CLOREX/1000/ML/PBT/CLOREX TOTAL CLEANS+DISINFECTS ORIGINAL ",540,1000 ML,PBT,,1708491449475-bright lanka -pvt- ltd-briht clorex#3.png
