catcode,company,brand,itemdesc,packaging,qty,uomdesc,pack_size
134,TIMES DRINKING WATER & FOOD-NEPAL,TIMES,TIMES--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SAFEWAY TRADE & SUPPLIERS-INDIA,NTR BADAM DRINK,NTR BADAM DRINK-ALMOND-BADAM DRINK CAN 180 ML,CAN,180.0,ML,180.000 ML
134,GOODLIFE BEVERAGE-NEPAL,RUMPUM,RUMPUM-PINEAPPLE-PINEAPPLE TPK 200 ML,TPK,200.0,ML,200.000 ML
134,SAARANG INTNL FOOD & BEV-INDIA,MAHI,MAHI-MANGO-MANGO TPK 200 ML,TPK,200.0,ML,200.000 ML
134,AMRAPALI BEVERAGE-NEPAL,AMRAPALI KOOL,AMRAPALI KOOL-MIXED FRUIT-MIXED FRUIT TPK 180 ML+20 ML FREE,TPK,200.0,ML,180.000 ML
134,OM G BEVERAGE-NEPAL,POUND,POUND-LYCHEE-LITCHI PET 150 ML,PET,150.0,ML,150.000 ML
134,N.B BEVERAGE PVT LTD-NEPAL,AQUA 2N,AQUA 2N--JAR 19000 ML,JAR,19000.0,ML,19000.000 ML
134,FRUIT AGRO PRODUCT-NEPAL,FA POWER,FA POWER--CAN 250 ML,CAN,250.0,ML,250.000 ML
134,AMRAPALI BEVERAGE-NEPAL,AMRAPALI KOOL,AMRAPALI KOOL-GUAVA-GUAVA TPK 180 ML+20 ML FREE,TPK,200.0,ML,180.000 ML
134,THOPA DRINKING WATER-NEPAL,THOPA,THOPA--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER ACTIV,REAL FRUIT POWER ACTIV-MIXED FRUIT-100% MIXED FRUIT TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,DEEKSHA MINERAL WATER & BEV-NPL,AQUA 005,AQUA 005--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,INDIRA JALSAH PANI UDHYOG-NP,INDIRA JAL,INDIRA JAL--PET 500 ML,PET,500.0,ML,500.000 ML
134,AMRAPALI BEVERAGE-NEPAL,AMRAPALI RUCHI,AMRAPALI RUCHI-ALMOND-BADAM & SAFFRON DRINK CAN 180 ML,CAN,180.0,ML,180.000 ML
134,KOSHI MINERAL WATER-NEPAL,AQUA GAURISHANKAR,AQUA GAURISHANKAR--JAR 19000 ML,JAR,19000.0,ML,19000.000 ML
134,MEGA JAL PVT LTD-NEPAL,MEGA-JAL,MEGA-JAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,AGRO THAI FOODS PVT LTD-NEPAL,MAX TIGER,MAX TIGER--SUGAR FREE CAN 250 ML+80 ML FREE,CAN,330.0,ML,250.000 ML
134,SAKCHAM FOOD & BEVERAGE-NEPAL,AQUA BEST,AQUA BEST--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,THE BINDESHWORI DRK WTR&BVG-NP,AQUA RUIS,AQUA RUIS--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,KWALITY THAI FOODS PVT LTD-NPL,EX-CESS,EX-CESS-MANGO-MANGO TPK 180 ML+20 ML FREE,TPK,200.0,ML,180.000 ML
134,SURYODAYA DAIRY UDHYOG-NEPAL,SURYODAYA COOL,SURYODAYA COOL-ALMOND-ALMOND & SAFFRON DRINK CAN 180 ML,CAN,180.0,ML,180.000 ML
134,ANJANEYA BEVERAGE-NEPAL,KOUSHIKI JAL,KOUSHIKI JAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,RIDHI SIDHI PROCESS DRINKING WTR-NP,RIDHI SIDHI,RIDHI SIDHI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,A & B BEVERAGE INDUSTRIES-NEPAL,AQUA VOLCAN,AQUA VOLCAN--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SINGAPORE BEVERAGE-NEPAL,NATURALS,NATURALS-MANGO-MANGO PET 200 ML,PET,200.0,ML,200.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER-POMEGRANATE & APPLE-ANAR APPLE PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SURYA FOOD & BEVERAGES-NEPAL,RED ACTION,RED ACTION--CAN 250 ML,CAN,250.0,ML,250.000 ML
134,GADHI MAI NATURAL RESOURCES-NEPAL,SHUDH AMRIT JAL,SHUDH AMRIT JAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,VARUN BEVERAGE -NEPAL,SLICE,SLICE-MANGO-PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,DABUR INDIA LTD.- INDIA,REAL FRUIT POWER,REAL FRUIT POWER-POMEGRANATE-POMEGRANATE TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,DABUR INDIA LTD.- INDIA,REAL FRUIT POWER,REAL FRUIT POWER-GUAVA-GUAVA TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,HYGEN PACKS NEPAL PVT LTD-NEPAL,HYGEN RUHSH,HYGEN RUHSH-MANGO-MANGO TPK 200 ML,TPK,200.0,ML,200.000 ML
134,NESTLE INDIA LTD. - INDIA,NESTLE MILO,NESTLE MILO-COCOA-MALT MILK-COCOA-MALT MILK TPK 180 ML,TPK,180.0,ML,180.000 ML
134,JOHNSON & JOHNSON - INDIA,ORSL APPLE DRINK,ORSL APPLE DRINK-APPLE-APPLE TPK 200 ML,TPK,200.0,ML,200.000 ML
134,BARA FOOD & BEVERAGES-NEPAL,250 REWIND,250 REWIND--CAN 250 ML,CAN,250.0,ML,250.000 ML
134,LIFE FOOD & BEVERAGE-NEPAL,REBOOST ORIGINAL,REBOOST ORIGINAL--PET 150 ML,PET,150.0,ML,150.000 ML
134,SAGLIKLI GIDA URUNLERI SAN(SGU)-TURKEY,WILD POWER,WILD POWER--CAN 250 ML,CAN,250.0,ML,250.000 ML
134,MANOHARA FOOD & BEVERAGE-NPL,AQUA RB,AQUA RB--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,VARUN BEVERAGE -NEPAL,SLICE,SLICE-MANGO-PET 350 ML,PET,350.0,ML,350.000 ML
134,WATER WORKS PVT LTD-NEPAL,SAYAPATRI,SAYAPATRI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-ORANGE-ORANGE PET 320 ML,PET,320.0,ML,320.000 ML
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-PINEAPPLE-PINEAPPLE PET 320 ML,PET,320.0,ML,320.000 ML
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-LYCHEE-LYCHEE PET 320 ML,PET,320.0,ML,320.000 ML
134,VARUN BEVERAGE -NEPAL,STING,STING--PET 250 ML,PET,250.0,ML,250.000 ML
134,LIFE FOOD & BEVERAGE-NEPAL,REBOOST COLA,REBOOST COLA--PET 150 ML,PET,150.0,ML,150.000 ML
134,SURYODAYA DAIRY UDHYOG-NEPAL,ANUKUL BADAM DRINK,ANUKUL BADAM DRINK-ALMOND-BADAM DRINK CAN 180 ML,CAN,180.0,ML,180.000 ML
134,SURYA FOOD & BEVERAGES-NEPAL,RED PLUS,RED PLUS--CLASSIC CAN 330 ML,CAN,330.0,ML,330.000 ML
134,SINGAPORE BEVERAGE-NEPAL,NATURALS,NATURALS-MANGO-MANGO PET 500 ML,PET,500.0,ML,500.000 ML
134,SINGAPORE BEVERAGE-NEPAL,NATURALS,NATURALS-MANGO-MANGO PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,AAKASH GANGA WATER & BEVRG-NP,LIPULEK,LIPULEK--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,ALPHA INDUSTRIES PVT LTD-NEPAL,RYSE MOODY MANGO,RYSE MOODY MANGO-MANGO-PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,PRAN DAIRY LTD-BANGLADESH,PRAN MANGO MILK DRINK,PRAN MANGO MILK DRINK-MANGO-MANGO MILK DRINK TPK 180 ML,TPK,180.0,ML,180.000 ML
134,PRAN DAIRY LTD-BANGLADESH,PRAN KULFI MILK DRINK,PRAN KULFI MILK DRINK-KULFI-KULFI MILK DRINK TPK 180 ML,TPK,180.0,ML,180.000 ML
134,AQUA EVEREST SPRING WATER-NEPAL,AQUA EVEREST,AQUA EVEREST--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,BINDHYABASINI FOOD & BEVRG-NP,MANJARI,MANJARI--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,HILL SIDE DRINKING WATER-NEPAL,MITHO,MITHO--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,CHABAA CO. LTD - THAILAND,CHABAA,CHABAA-MIXED FRUIT-APPLE & GRAPE WITH ALOEVERA CAN 230 ML,CAN,230.0,ML,230.000 ML
134,PRABHAT BEVERAGE PVT. LTD.-NEPAL,SHUVA PRABHAT,SHUVA PRABHAT--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,SANGRILLA SPRING DRNK&BEVRG-NP,SANGRILLA SPRINGS,SANGRILLA SPRINGS--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,HYGEN PACKS NEPAL PVT LTD-NEPAL,HYGEN MANIA,HYGEN MANIA--CAN 330 ML,CAN,330.0,ML,330.000 ML
134,HYGEN PACKS NEPAL PVT LTD-NEPAL,HYGEN MANIA,HYGEN MANIA-MANGO-MANGO PET 250 ML,PET,250.0,ML,250.000 ML
134,BHAIRAB KUNDA SPRING WATER-NEPAL,BHAIRAB KUNDA,BHAIRAB KUNDA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,BOTTLERS NEPAL - NEPAL,CHARGED BERRY BOLT,CHARGED BERRY BOLT-BERRY-PET 250 ML,PET,250.0,ML,250.000 ML
134,RASPA BEVERAGE PVT LTD-INDIA,RASPA,RASPA-MANGO-MANGO PET 600 ML,PET,600.0,ML,600.000 ML
134,BHADRAKALI DRINKING WATER-NEPAL,KUBER JAL,KUBER JAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,FROOTI,FROOTI-MANGO-MANGO TPK 125 ML,TPK,125.0,ML,125.000 ML
134,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,APPY,APPY-APPLE-APPLE TPK 125 ML,TPK,125.0,ML,125.000 ML
134,DYNAMIC WATER & BEVERAGE-NPL,AQUA DEMAND,AQUA DEMAND--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,FROOTI,FROOTI-MANGO-MANGO TPK 200 ML,TPK,200.0,ML,200.000 ML
134,OCEAN DRINKING WATER IND-NEPAL,AQUA OCEAN,AQUA OCEAN--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,PANCHAMUL SPRING WATER-NEPAL,HIMALAYAN MODI,HIMALAYAN MODI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,GYAN FOOD & BEVERAGE-NEPAL,FEWA,FEWA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,LIFE FOOD & BEVERAGE-NEPAL,KI BU,KI BU--CLASSIC CAN 180 ML,CAN,180.0,ML,180.000 ML
134,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,APPY,APPY-APPLE-APPLE TPK 200 ML,TPK,200.0,ML,200.000 ML
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-KIWI-KIWI PET 320 ML,PET,320.0,ML,320.000 ML
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-STRAWBERRY-STRAWBERRY PET 320 ML,PET,320.0,ML,320.000 ML
134,HYGEN PACKS NEPAL PVT LTD-NEPAL,HYGEN MANIA,HYGEN MANIA-MANGO-MANGO PET 500 ML,PET,500.0,ML,500.000 ML
134,HIMAL AGRO & FOOD PVT LTD-NEPAL,SPRING KAVRE,SPRING KAVRE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,BIKANERVALA FOODS PVT. LTD.-INDIA,BIKANO STRAWBERRY DRINK,BIKANO STRAWBERRY DRINK-STRAWBERRY-STRAWBERRY DRINK CAN 180 ML,CAN,180.0,ML,180.000 ML
134,GOODLIFE BEVERAGE-NEPAL,GOODLIFE,GOODLIFE-LYCHEE-LITCHI PET 150 ML,PET,150.0,ML,150.000 ML
134,SURYODAYA DAIRY UDHYOG-NEPAL,GOPI BADAM MILK DRINK,GOPI BADAM MILK DRINK-ALMOND-BADAM MILK DRINK CAN 180 ML,CAN,180.0,ML,180.000 ML
134,TRIVENI FOOD & BEVERAGE-NP,POWER PUNCH,POWER PUNCH--CAN 330 ML,CAN,330.0,ML,330.000 ML
134,DABUR INDIA LTD.- INDIA,REAL FRUIT POWER,REAL FRUIT POWER-GRAPE-GRAPE TPK 1000 ML,TPK,1000.0,ML,1000.000 ML
134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-BLACK CURRANT-BLACK CURRANT PET 320 ML,PET,320.0,ML,320.000 ML
134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-STRAWBERRY-STRAWBERRY PET 320 ML,PET,320.0,ML,320.000 ML
134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-MANGO-MANGO PET 320 ML,PET,320.0,ML,320.000 ML
134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-PEACH-PEACH PET 320 ML,PET,320.0,ML,320.000 ML
134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-GRAPE-GRAPE PET 320 ML,PET,320.0,ML,320.000 ML
134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-POMEGRANATE-POMEGRANATE PET 320 ML,PET,320.0,ML,320.000 ML
134,CHABAA CO. LTD - THAILAND,CHABAA,CHABAA-MIXED FRUIT-MANGO & PEACH WITH PEACH FLESH CAN 230 ML,CAN,230.0,ML,230.000 ML
134,CHABAA CO. LTD - THAILAND,CHABAA,CHABAA-COCONUT-COCONUT CAN 230 ML,CAN,230.0,ML,230.000 ML
134,TRIVENI FOOD & BEVERAGE-NP,POWER PUNCH,POWER PUNCH--ORIGINAL CAN 250 ML,CAN,250.0,ML,250.000 ML
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-MANGO-MANGO PET 320 ML,PET,320.0,ML,320.000 ML
134,PRAGATI CHEMICAL-INDIA,KEMPTY LITCHI,KEMPTY LITCHI-LYCHEE-LITCHI PET 150 ML+20 ML FREE,PET,170.0,ML,150.000 ML
134,SHREE RAM FOOD PRODUCT-INDIA,FRUTOLA,FRUTOLA-MANGO-MANGO PET 100 ML,PET,100.0,ML,100.000 ML
134,COCA COLA COMPANY IMPRTD-IMPTD,MAAZA,MAAZA-MANGO-MANGO PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,ODAT BEVERAGE PVT LTD-NEPAL,PRAN,PRAN-LYCHEE-LITCHI PET 125 ML,PET,125.0,ML,125.000 ML
134,LIFE FOOD & BEVERAGE-NEPAL,KI BU COLA,KI BU COLA-COLA-COLA CAN 180 ML,CAN,180.0,ML,180.000 ML
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-CANTALOUPE-CANTALOUPE PET 320 ML,PET,320.0,ML,320.000 ML
134,AMRAPALI BEVERAGE-NEPAL,ROAR LION,ROAR LION--TPK 200 ML,TPK,200.0,ML,200.000 ML
134,DHITAL NATURAL WATER UDYG-NPL,Q,Q--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,DUWAL BROTHERS-NEPAL,RED BALL,RED BALL--CAN 250 ML,CAN,250.0,ML,250.000 ML
134,NESTLE INDIA LTD. - INDIA,NESCAFE CHOCO MOCHA,NESCAFE CHOCO MOCHA-CHOCOLATE-CHOCO MOCHA TPK 180 ML,TPK,180.0,ML,180.000 ML
134,SHAKUNTLA INDUSTRIES-INDIA,A-STAR MANGO,A-STAR MANGO-MANGO-MANGO TPK 200 ML,TPK,200.0,ML,200.000 ML
134,OM KRISHNA FOOD & BEVERAGE-NEPAL,JABDI JAL,JABDI JAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,INTER DRINKS CO. LTD.-THAILAND,C LIGHT,C LIGHT-GUAVA-GUAVA CAN 240 ML,CAN,240.0,ML,240.000 ML
134,CHAUDHARY GROUP - NEPAL,RIO JUCILO,RIO JUCILO-MANGO & PAPAYA-MANGO PAPAYA TPK 180 ML+20 ML FREE,TPK,200.0,ML,180.000 ML
134,DIBYASWORI JAL UDHYOG-NEPAL,DIBYA AQUA,DIBYA AQUA--PET 500 ML,PET,500.0,ML,500.000 ML
134,MOTHERLAND AGRICULTURE INDUSTRIES-NP,OUR CHOICE,OUR CHOICE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SINGAPORE BEVERAGE-NEPAL,NATURALS,NATURALS-ORANGE-ORANGE CAN 250 ML,CAN,250.0,ML,250.000 ML
134,SINGAPORE BEVERAGE-NEPAL,NATURALS,NATURALS-PINEAPPLE-PINEAPPLE CAN 250 ML,CAN,250.0,ML,250.000 ML
134,BHAIRAV BEVERAGE UDHYOG-NEPAL,H2O,H2O--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,NATURAL BEVERAGE-NEPAL,OXY GAIN,OXY GAIN--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,AMAANZA AGRO INDIA PVT LTD-INDIA,FRUIT HIT,FRUIT HIT-MANGO-MANGO TPK 200 ML,TPK,200.0,ML,200.000 ML
134,SHREE RAM FOOD PRODUCT-INDIA,FRUTOLA,FRUTOLA-LYCHEE-LITCHI PET 100 ML,PET,100.0,ML,100.000 ML
134,AMRAPALI BEVERAGE-NEPAL,AMRAPALI KOOL,AMRAPALI KOOL-MANGO-ALPHONSO MANGO TPK 180 ML+20 ML FREE,TPK,200.0,ML,180.000 ML
134,SHREEJEE FOOD & BEVERAGE IND.-NEPAL,TRISHNA GOLD,TRISHNA GOLD--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SHREEJEE FOOD & BEVERAGE IND.-NEPAL,TRISHNA GOLD,TRISHNA GOLD--PET 500 ML,PET,500.0,ML,500.000 ML
134,INDRAWATI PET & BEVERAGE IND.-NEPAL,DUDH KOSHI,DUDH KOSHI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,AAKAR FOOD & BEVERAGE-NEPAL,POKHRELI,POKHRELI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,MOON LIGHT SPRING MNRL WTR-NPL,AQUA MILD,AQUA MILD--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,LIFE FOOD & BEVERAGE-NEPAL,KI BU GOLD,KI BU GOLD--GOLD CAN 180 ML,CAN,180.0,ML,180.000 ML
134,SINGAPORE BEVERAGE-NEPAL,NATURALS,NATURALS-LYCHEE-LYCHEE CAN 250 ML,CAN,250.0,ML,250.000 ML
134,AGRO THAI FOODS PVT LTD-NEPAL,TIGER SHARK,TIGER SHARK--CAN 250 ML,CAN,250.0,ML,250.000 ML
134,ANNAPURNA FOOD & BEVERAGE-NEPL,SOLTINI,SOLTINI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,JAY HANUMAN DRINKING WATER UDHYOG-NP,SARLAHI REFRESH,SARLAHI REFRESH--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,FROOTI,FROOTI-MANGO-MANGO PET 250 ML,PET,250.0,ML,250.000 ML
134,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,FROOTI,FROOTI-MANGO-MANGO PET 500 ML,PET,500.0,ML,500.000 ML
134,HYGEN PACKS NEPAL PVT LTD-NEPAL,HYGEN MANIA,HYGEN MANIA-MANGO-MANGO PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,RAUTA SPRING WATER-NEPAL,RAUTA,RAUTA--PET 500 ML,PET,500.0,ML,500.000 ML
134,MARUTI DAIRY PRODUCT-NEPAL,MOO BADAM DRINK,MOO BADAM DRINK-ALMOND-BADAM & SAFFRON DRINK CAN 180 ML,CAN,180.0,ML,180.000 ML
134,BLUEPINE MINERAL WATER-NEPAL,AQUA Q,AQUA Q--JAR 19000 ML,JAR,19000.0,ML,19000.000 ML
134,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,FROOTI,FROOTI-MANGO-MANGO PET 150 ML,PET,150.0,ML,150.000 ML
134,T.R. INTERNATIONAL GROUP P.LTD-NPL,AQUA PURE,AQUA PURE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,BAJARANG MINERAL WATER INDUS-NPL,MOUNTAIN MIST,MOUNTAIN MIST--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,PRASID WATER SOLUTION PVT LTD-NP,FORBES SPRING,FORBES SPRING--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,MAHALAXMI JAL UDHYOG-NEPAL,SAMABESHI,SAMABESHI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,MARUTI DAIRY PRODUCT-NEPAL,MILK-O BADAM'S COOL DRINK,MILK-O BADAM'S COOL DRINK-ALMOND-BADAM & SAFFRON DRINK CAN 180 ML,CAN,180.0,ML,180.000 ML
134,ASHISH ENTERPRISE-INDIA,FUNLIPS LITCHI,FUNLIPS LITCHI-LYCHEE-LITCHI PET 170 ML,PET,170.0,ML,170.000 ML
134,PARLE AGRO PVT LTD-INDIA,FROOTI,FROOTI-MANGO-MANGO PET 600 ML,PET,600.0,ML,600.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER-GUAVA-GUAVA PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER-LYCHEE-LITCHI PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,VARUN BEVERAGE -NEPAL,SLICE,SLICE-MANGO-PET 200 ML,PET,200.0,ML,200.000 ML
134,RIMJHIM INDUSTRIES & BEVERAGE-NPL,MOON,MOON--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,UNIVERSAL DRINKNG WATR INDS-NP,AAHANA,AAHANA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JUSICA,JUSICA-MANGO-MANGO PET 250 ML,PET,250.0,ML,250.000 ML
134,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JUSICA,JUSICA-MANGO-MANGO PET 500 ML,PET,500.0,ML,500.000 ML
134,PURE PLUS SINDHULI BEVERAGES-NEPAL,MAUREPANI,MAUREPANI--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,MB BEVERAGE UDHYOG-NEPAL,AQUA MB,AQUA MB--PET 900 ML,PET,900.0,ML,900.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER-GUAVA-GUAVA PET 200 ML,PET,200.0,ML,200.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER-LYCHEE-LITCHI PET 200 ML,PET,200.0,ML,200.000 ML
134,FRUIT AGRO PRODUCT-NEPAL,FRUIT JUMP,FRUIT JUMP-PINEAPPLE-PINEAPPLE TPK 200 ML,TPK,200.0,ML,200.000 ML
134,SMART PRASODHIT PANI UDHYOG-NP,HIMALIYA,HIMALIYA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,KALYAN JAL UDHYOG-NEPAL,KALYAN JAL,KALYAN JAL--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,AAYUSHMA DRINKING WATER UDYOG-NP,AAYUSHMA,AAYUSHMA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,WAVE NEPAL PVT LTD-NEPAL,BLUES SPRING,BLUES SPRING--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-GUAVA-PINK GUAVA PET 320 ML,PET,320.0,ML,320.000 ML
134,DUWAL BROTHERS-NEPAL,DUWAL LITCHI,DUWAL LITCHI-LYCHEE-LITCHI PET 150 ML,PET,150.0,ML,150.000 ML
134,NARAYAN BEVERAGE UDHYOG-NPL,AQUA N.B,AQUA N.B--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,UTTAM JAL MINERAL WATER-NEPAL,UTTAM,UTTAM--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER-LYCHEE-LITCHI PET 500 ML,PET,500.0,ML,500.000 ML
134,NEPAL SOFT DRINKS UDHYOG-NEPAL,SWAAD LITCHI DRINK,SWAAD LITCHI DRINK-LYCHEE-LITCHI PET 125 ML+25 ML FREE,PET,150.0,ML,125.000 ML
134,SUNSARI FOOD & BEVERAGE UDHYOG-NP,AQUA DIAMOND,AQUA DIAMOND--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,KGN DRINKING WATER INDUSTRIES-NPL,KGN,KGN--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-APPLE-RED APPLE PET 320 ML,PET,320.0,ML,320.000 ML
134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-ORANGE-ORANGE PET 320 ML,PET,320.0,ML,320.000 ML
134,POKHARA NATURAL FOOD & BEVERAGE-NP,GLAZE,GLAZE--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,GAUSHALA BISLERY COMPANY P. LTD-NEPAL,GAUSHALA BISLERY,GAUSHALA BISLERY--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-LYCHEE-LYCHEE PET 320 ML,PET,320.0,ML,320.000 ML
134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-CANTALOUPE-CANTALOUPE PET 320 ML,PET,320.0,ML,320.000 ML
134,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,JOINER-PINEAPPLE-PINEAPPLE PET 320 ML,PET,320.0,ML,320.000 ML
134,AQUA EVEREST SPRING WATER-NEPAL,SUHANA,SUHANA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,HYGEN PACKS NEPAL PVT LTD-NEPAL,MANIA WILD,MANIA WILD--CAN 250 ML+80 ML EXTRA,CAN,330.0,ML,250.000 ML
134,SURYODAYA DAIRY UDHYOG-NEPAL,HYGEN MANIA BADAM DRINK,HYGEN MANIA BADAM DRINK-ALMOND-BADAM DRINK CAN 180 ML,CAN,180.0,ML,180.000 ML
134,LEKHANATH FOOD BEVERAGE- NEPAL,LAKECITY,LAKECITY--JAR 20000 ML,JAR,20000.0,ML,20000.000 ML
134,VIBHA BEVERAGES PVT LTD-NEPAL,VODA,VODA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,BALAJI DRINKING WATER UDHYG-NP,BALAJI,BALAJI--PET 500 ML,PET,500.0,ML,500.000 ML
134,DIBYASWORI JAL UDHYOG-NEPAL,BALLA,BALLA--PET 1000 ML,PET,1000.0,ML,1000.000 ML
134,G3 BEVERAGE PVT LTD-NEPAL,GORKHALI,GORKHALI--PET 500 ML,PET,500.0,ML,500.000 ML
134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER-GUAVA-GUAVA PET 500 ML,PET,500.0,ML,500.000 ML
134,PEPSI COLA CMPNY IMPRTD-IMPRTD,SLICE,SLICE-MANGO-PET 250 ML,PET,250.0,ML,250.000 ML
