t_DATE,t_PERIOD,t_STORECODE,t_ITEMCODE,t_NEW_CODES,t_CATEGORY,t_MANUFACTURE,t_BRAND,t_ITEMDESC,t_MRP,t_PACKSIZE,t_PACKTYPE,t_COMMENTS,t_IMAGE,t_CODE COMMENT,t_FLAG,1,2,3,rank
2022-01-15,202201,116637455,1642129211775,48245.0,116,JASMINE HYGIENIC - NEPAL,SOFTLOVE ,SOFTLOVE/ULTRA XL/8PADS/PPH,100.0,PPH,8 PADS,,1642129211775-jasmine hygienic - nepal-softlove .png,CROSS CODING,2,48245,92021339,48698,1
2022-01-15,202201,116637465,1642130906047,99762980.0,116,H H HEALTH & HYGIENE PRODUCT-NEPAL ,PADELUX PREMIUM ,PADELUX PREMIUM/SUPER COMFORT XL COTTONY SOFT/6 PADS/PPH,60.0,PPH,6 PADS,,1642130906047-h h health - hygiene product-nepal -padelux premium .png,RECODING,5,99762980,54598,99762639,1
2022-01-15,202201,122043671,1641883305866,,120,GC IMP,PAPAYA WHITENING SOAP,GOLD SPA PAPAYA WHITENING SOAP\135GMS\CBP\RS:120,120.0,CBP,135GMS,New SKU,1641883305866-gc imp-papaya whitening soap.png,PARKER FOR NEXT MONTH,999,92521799,92521800,92521654,1
2022-01-15,202201,122043671,1641883622965,,110,MADHUR HERBAL INDUSTRIES CHINA,PROMINA ,PROMINA 10 MINUTES HERBAL BLACK HAIR SHAMPOO\5GMS\PPH\RS:35\MADHUR HERBAL INDUSTRIES CHINA,35.0,PPH,5GMS,,1641883622965-madhur herbal industries china-promina .png,PARKER FOR NEXT MONTH,999,51845,91927444,51729,1
2022-01-15,202201,128809535,1641886711372,99762983.0,118,SPRING FOOD & BEVERAGE-NEPAL,PREETI,PREETI LITCHI/140ML,20.0,PBT,140 ML,,1641886711372-spring food - beverage-nepal-preeti.png,RECODING,5,99762983,54087,46054,1
2022-01-15,202201,130097341,1642142176403,99762987.0,120,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NO.1 BEAUTY SOAP,GODREJ NO.1 BEAUTY SOAP-SANDAL TURMERIC/55GM +8 GM,20.0,EWP,55GM ,,1642142176403-godrej consumer products-india-godrej no-1 beauty soap.png,RECODING,5,99763898,92562244,92562333,1
2022-01-15,202201,130097341,1642142846435,,123,GOPAL SOAP INDUSTRIES - NEPAL,V -SERIES PLUS,V-SERIES PLUS/85GM+15 GM,10.0,PPH,85GM,,1642142846435-gopal soap industries - nepal-v -series plus.png,PARKER FOR NEXT MONTH,999,47214,92918848,92925997,1
2022-01-15,202201,130097341,1642143047943,99762991.0,123,NEPAL GRAMODHYOG PVT LTD-NP,NEPAL GRAMODHYOG HERB YUKT,NEPAL GRAMODHYOG-HERB YUKT/90 GM,10.0,PPH,90 GM,,1642143047943-nepal gramodhyog pvt ltd-np-nepal gramodhyog herb yukt.png,RECODING,5,99762991,50345,51834,1
2022-01-17,202201,118032998,1642230427930,99762990.0,122,HIMGIRI HYGIENE PVT LTD-NEPAL,DHONI ULTRA,DHONI ULTRA PPH 750 GM,110.0,PPH,750 GM,,1642230427930-himgiri hygiene pvt ltd-nepal-dhoni ultra.png,RECODING,5,99763160,99764468,99763783,1
2022-01-17,202201,118032998,1642230635862,99762868.0,123,SUNLIGHT SABUN UDHYOG-NEPAL,BHAIRAV GOLD,BHAIRAV GOLD PPH 200 GM ,40.0,PPH,200 GM ,,1642230635862-sunlight sabun udhyog-nepal-bhairav gold.png,RECODING,5,99763060,99764310,99762868,1
2022-01-17,202201,118111995,1642223120959,99762984.0,118,CHUDALI BUSINESS GROUP,ARGHAKHACHI,AQUA ARGHAKHACHI PBT 1000 ML,25.0,PBT,1000 ML,,1642223120959-chudali business group-arghakhachi.png,RECODING,5,99762984,53866,99762982,1
2022-01-17,202201,118307186,1642230427930,99762990.0,122,HIMGIRI HYGIENE PVT LTD-NEPAL,DHONI ULTRA,DHONI ULTRA PPH 750 GM,110.0,PPH,750 GM,,1642230427930-himgiri hygiene pvt ltd-nepal-dhoni ultra.png,RECODING,5,99763160,99764468,99763783,1
2022-01-17,202201,118307186,1642231337313,,123,GOPAL N PRODUCT-NEPAL,V SERIES,V SERIES PPH (150 GM * 12 ),360.0,PPH,150 GM *12,,1642231337313-gopal n product-nepal-v series.png,PARKER FOR NEXT MONTH,999,99763645,99762783,51129,1
2022-01-17,202201,132637763,1642312596727,99762982.0,118,DEVCHULI BEVERAGE PVT.LTD-NEPAL,AQUA DEVCHULI,AQUA DEVCHULI/1000ML/PBT/DEVCHULI BEVERAGE PVT.LTD-NEPAL,25.0,PBT,1000ML,Any other reason,1642312596727-devchuli beverage pvt-ltd-nepal-aqua devchuli.png,RECODING,5,99762982,99765378,99765245,1
2022-01-17,202201,132698584,1642312596727,99762982.0,118,DEVCHULI BEVERAGE PVT.LTD-NEPAL,AQUA DEVCHULI,AQUA DEVCHULI/1000ML/PBT/DEVCHULI BEVERAGE PVT.LTD-NEPAL,25.0,PBT,1000ML,,1642312596727-devchuli beverage pvt-ltd-nepal-aqua devchuli.png,RECODING,5,99762982,99765378,99765245,1
2022-01-17,202201,132901006,1642312596727,99762982.0,118,DEVCHULI BEVERAGE PVT.LTD-NEPAL,AQUA DEVCHULI,AQUA DEVCHULI/1000ML/PBT/DEVCHULI BEVERAGE PVT.LTD-NEPAL,25.0,PBT,1000ML,,1642312596727-devchuli beverage pvt-ltd-nepal-aqua devchuli.png,RECODING,5,99762982,99765378,99765245,1
2022-01-17,202201,212582710074,1642324778472,99763002.0,123,HIMGIRI HYGIENE PVT LTD-NEPAL,SHAKTI 250,SHAKTI \250\GM,40.0,EWP,250 GM,New SKU,1642324778472-himgiri hygiene pvt ltd-nepal-shakti 250.png,RECODING,5,99763002,99763554,99763552,1
2022-01-17,202201,212582710074,1642326670876,99762978.0,112,RIGHT INT'L TRADERS,FABVITA,FABVITA REGULAR MALT FOOD\500\GM,400.0,500 GM,PPH,New SKU,1642326670876-right int-l traders-fabvita.png,RECODING,5,99762978,54840,51197,1
2022-01-18,202201,128238054,1642404089923,,132,BRAJESHWORI INDUSTRIES PVT LTD-NEPAL ,TENDER TOUCH ,TENDER TOUCH L 5,100.0,PPH,5NOS,,1642404089923-brajeshwori industries pvt ltd-nepal -tender touch .png,PARKER FOR NEXT MONTH,999,99763075,99763184,99763183,1
2022-01-18,202201,128238054,1642404274776,,132,BRAJESHWORI INDUSTRIES PVT LTD-NEPAL ,TENDER TOUCH ,TENDER TOUCH S 5,100.0,PPH,5NOS,,1642404274776-brajeshwori industries pvt ltd-nepal -tender touch .png,PARKER FOR NEXT MONTH,999,99763184,99763075,99763183,1
2022-01-18,202201,212581910093,1642322464421,99763001.0,118,SAMBHAVI BEVERAGE-NEPAL,SAMBHAVI CHISO COLA,SAMBHAVI CHIS OCOLA\2.5\ML,225.0,PPH,2.5 ML,New SKU,1642322464421-sambhavi beverage-nepal-sambhavi chiso cola.png,RECODING,5,99762463,99762462,99763572,1
2022-01-18,202201,212581910093,1642322619570,99763000.0,118,SAMBHAVI FOOD AND BEVERAGE,SAMBHAVI CHISO COLA,MAINTAIN DEW\2.5\ML,225.0,PPH,2.5 ML,New SKU,1642322619570-sambhavi food and beverage-sambhavi chiso cola.png,RECODING,5,99762462,99762463,99763001,1
2022-01-18,202201,212581910120,1642393019434,99763003.0,123,HIMGIRI HYGIENE PVT LTD-NEPAL,WAHA72%,WAHA72% LAUNDRY SOAP\300\GM,50.0,300GM,PPH,New SKU,1642393019434-himgiri hygiene pvt ltd-nepal-waha72-.png,RECODING,5,99763003,99764068,,1
2022-01-18,202201,212581910166,1642320426184,,118,HYGEN PACKS NEPAL PVT LTD-NEPAL,MANIA 500 ML,MANIA\500\ML,70.0,PPH,500 ML,New SKU,1642320426184-hygen packs nepal pvt ltd-nepal-mania 500 ml.png,PARKER FOR NEXT MONTH,999,99764473,99765058,99762355,1
2022-01-18,202201,212581910166,1642320563767,,118,HYGEN PACKS NEPAL PVT LTD-NEPAL,MANIA ORANGE DRINK,MANIA ORANGE DRINK\250\ML,40.0,PPH,250 ML,New SKU,1642320563767-hygen packs nepal pvt ltd-nepal-mania orange drink.png,PARKER FOR NEXT MONTH,999,99765058,99762355,99764473,1
2022-01-18,202201,212582710074,1642322464421,99763001.0,118,SAMBHAVI BEVERAGE-NEPAL,SAMBHAVI CHISO COLA,SAMBHAVI CHIS OCOLA\2.5\ML,225.0,PPH,2.5 ML,New SKU,1642322464421-sambhavi beverage-nepal-sambhavi chiso cola.png,RECODING,5,99762463,99762462,99763572,1
2022-01-19,202201,132701842,1642490767767,,123,DEUTI SOAP & CHEMICAL-NEPAL,YASHODA,YASHODA/400/GM/PBT,55.0,PBT,400 GM,,1642490767767-deuti soap - chemical-nepal-yashoda.png,PARKER FOR NEXT MONTH,999,99763343,99762943,99763027,1
2022-01-18,202201,212582710074,1642322619570,99763000.0,118,SAMBHAVI FOOD AND BEVERAGE,SAMBHAVI CHISO COLA,MAINTAIN DEW\2.5\ML,225.0,PPH,2.5 ML,New SKU,1642322619570-sambhavi food and beverage-sambhavi chiso cola.png,RECODING,5,99762462,99762463,99763001,1
2022-01-18,202201,212582710078,1642324778472,99763002.0,123,HIMGIRI HYGIENE PVT LTD-NEPAL,SHAKTI 250,SHAKTI \250\GM,40.0,EWP,250 GM,New SKU,1642324778472-himgiri hygiene pvt ltd-nepal-shakti 250.png,RECODING,5,99763002,99763554,99763552,1
2022-01-18,202201,222691310150,1642320174722,,122,SEN SOAP IND - NEPAL,SAGAR,SAGAR/275GM,25.0,PPH,275GM,,1642320174722-sen soap ind - nepal-sagar.png,PARKER FOR NEXT MONTH,999,50250,93019255,93019044,1
2022-01-20,202201,132629138,1642571245522,,123,HIMGIRI HYGIENE PVT LTD-NEPAL,FIZZ,FIZZ/100/GM/PPH,20.0,PPH,100 GM,,1642571245522-himgiri hygiene pvt ltd-nepal-fizz.png,PARKER FOR NEXT MONTH,999,99764080,99763281,99763404,1
2022-01-18,202201,212581910120,1642392714279,53918.0,122,HIMALAYAN SOAP & CHEM.- NEPAL,NIRMA 1KG,NIRMA WASHING POWER\1000\KG,70.0,1000 KG,PPH,New SKU,1642392714279-himalayan soap - chem-- nepal-nirma 1kg.png,CROSS CODING,2,48728,,,6
